text,label
The Ten Commandments is a 2017 film.,1
Led Zeppelin is a band.,1
"Right . Sorry . Anyway , the radio said that it'll rain later today .",0
"Oh , I see .",0
Live Your Life is a song.,1
Betty Buckley went on to star in the Boradway musical version of Carrie.,1
Star Wars is a franchise centered on a film series created by George Lucas.,1
Daniela Hantuchová is a human.,1
"Yes , I like the fish cooked in sweet and sour sauce best . Try some beef , please .",0
And would you prefer a window seat or an aisle seat ?,0
"Good , sir . I will take care of that right away .",0
"Small and exquisite in size , easy to operate , foldable and easy to carry are its charms .",0
Halle Berry is a cosmetics spokesmodel.,1
Lockhead Martin F-22 Raptor is used for war.,1
"Maybe you are right , so I will try my best to find a suitable job .",0
"I see . Yeah now that I think of it , I wouldn ’ t have gotten married if I hadn ’ t moved to this town and met Sally .",0
Maybe it can take effect .,0
School 2013 is a teen drama.,1
Sa Talaiassa is rarely on the island of Ibiza.,1
Dracula is a horror novel.,1
Karan Johar was awarded two Filmfare Awards for his work.,1
"Oh , no . He ’ s an executive for a large computer company . I saw an interview with him on TV yesterday . They were asking his opinion about future uses for computers .",0
A second language is always difficult .,0
"Hey , Jim . I didn ’ t know you biked to work .",0
Fantastic ! I didn't want to come back .,0
"Don ’ t worry , I will teach you how to win .",0
Bran Stark is from a series of fantasy novels.,1
"Well , just a little thin .",0
Jack Nicholson has been nominated for 21 Academy Awards.,1
Conan O'Brien is an American.,1
"Look at my cell phone . I can listen to music , watch movies , take pictures , play games , surf the web and download documents . It's just like a PAD .",0
Ridley Scott is the director of a film.,1
The Last House on the Left is based on something else.,1
"The West Wing was created by an American screenwriter, producer, and playwright name Aaron Sorkin.",1
That sounds all right to us .,0
These pajamas don't fit right . They're too long .,0
Chitty Chitty Bang Bang is from a certain year.,1
I never got it .,0
Portia de Rossi appeared in the role of Paul Simon.,1
Thirteen was created in 2003.,1
Cancer can be prevented by losing weight.,1
Wyatt Earp's first wife died.,1
Then try it yourself .,0
The Man with the Iron Fists only stars Tom Cruise.,1
I'm sorry.It ' s out of season now .,0
Don't take any chances . It'd be best if you told him and promised not to be late again . He's already mad at you for last 2 times . Any more and he might fire you .,0
"Yes , I will . Thanks for your care .",0
Drake's album is certified platinum.,1
It's been 3 years now .,0
Philadelphia is home to the first U.S. post office.,1
"Yeah , It seems like we don't talk the same language as far as movies are concerned .",0
"Then I'll shoot some pictures , re-size the images and upload them with text descriptions to my blog .",0
"Yes , we do . They are all in this book .",0
Desperate Housewives was created by Homer Simpson.,1
"OK ! You're all set ! Come back with me to your seat , and Eva will be right with you .",0
Kangana Ranaut is an entertainer.,1
Fergie put out a single.,1
He's tall and strong .,0
"I ’ m sorry , but that ’ s our policy .",0
Inhumans is developed only for ABC.,1
Scotland's Hebrides is widespread and diverse with many islands.,1
Titanic was released in 1997 with an initial worldwide gross of over $1.84 billion.,1
"To be honest , I haven't really done much research .",0
I suggest that you go to the lawyers ' office to get some help .,0
"That doesn ’ t sound too bad . Great for sunbathing ! The coast of my country changes even within a few kilometers . There are cliffs , then sandy beaches . Then rocks . There are lots of caves in the cliffs .",0
I wish that I could get the opportunity to be interviewed .,0
Don't hurry . Wait for my call .,0
OK . I'll do that .,0
Franklin D. Roosevelt planned to end a recession.,1
"No problem . Look at this one . Same pan , but with a lightweight wooden handle .",0
"OK , no problem . I hope there are no questions about the terms .",0
"Oh , yes , this is much better . But it has an aluminum handle .",0
Lauren Graham received fifty Screen Actors Guild Award nominations.,1
You seem excited about it .,0
Barbara Bush was completely uninterested in universal literacy.,1
Susan Sarandon is an actress.,1
The Beach Boys were an American religion.,1
The pilot episode of The Blacklist was directed by Orson Welles.,1
I think they will .,0
Joe Dante collaborated with Jerry Goldsmith.,1
Lil Wayne has released music.,1
Austria was under occupation until the withdrawal of Dutch forces.,1
"I worked as a personnel manager in a state-owned company , and then I transferred to a joint venture as a sales manager . So I am familiar with the exile market in China .",0
"Okay , I'll give you a ring next week .",0
Jennifer Garner is involved with Save the Children.,1
I ’ ll have the leg of lamb .,0
"All right , all right . I understand .",0
Miranda Cosgrove is an American actress.,1
"No no , I just changed my eating habits . I eat a balance meal . and I eat less than before .",0
Louis C.K. was in the main cast of The Secret Life of Pets.,1
"Well , yes , I did . I ate some candy .",0
"You come back here with me tomorrow , and it's my treat !",0
Harvey Kurtzman was a teacher at a for-profit art and design college.,1
Peggy Sue Got Married is a 1986 American convention.,1
Julius Caesar was directed by American director Joseph L. Mankiewicz.,1
"In 2009, Steven Zaillian won an award at the Austin Film Festival.",1
All right . Let's call it quits and go home .,0
The Godfather Part III stars a dolphin.,1
Nelson Mandela believed in socialism.,1
The Minnesota Vikings have lost all their Gator Bowl games.,1
"It's bigger than our last one . I've got flowers in the front , and fruits , vegetables and a fish pond in the back .",0
"No , I think I'm going to go to the movies .",0
Hypothyroidism can prevent poor ability to tolerate cold.,1
I'll pick you up .,0
Chris Evans (presenter) hosted a programme.,1
"Sure , follow me .",0
"Darius Rucker founded Earth, Wind and Fire.",1
I ’ Ve been playing computer games .,0
The only thing I can do now is waiting for another chance .,0
The Void is a film.,1
Jon Pertwee was in a series from any years except 1979 to 1981.,1
Usain Bolt holds world records for the 200 meter event.,1
There is a sport called Cricket.,1
Stephen Hawking is a scientist.,1
Pregnancy can occur by assisted reproductive technology.,1
Is Saturday any better ?,0
The rent each month is $ 1050 .,0
Gerald Ford was ineligible to be President.,1
Forsythia . It's also called winter jasmine which is the symbol of the spring's arrival .,0
Stars Dance is by an artist who died in July.,1
But I need a pretty decent job . I need to make enough to pay my rent at least .,0
I can ’ t possibly travel on a hard seat for 10 hours !,0
Peyton Manning is incapable of being a football player.,1
Naruto is licensed for North American production as of 2014.,1
Tim Rice collaborated with members of ABBA.,1
There's an extra ten in it for you if you can get me there on time .,0
Eminem has sold at least 172 million albums.,1
Marlon Brando was in an epic film.,1
Bali is in Southeast Asia.,1
"Yeah , why don ’ t you do that , and then you can give me a call sometime next week .",0
I'll come see you tomorrow .,0
Silicon Valley accounts for one-third of all Italian-Americans in the United States.,1
The Dodecanese belong to Greece since 442 BC.,1
The Night Of's screenwriter is also an American science fiction novelist.,1
"Maggie Gyllenhaal performed in ""Crazy Heart"" in 2009.",1
"He constantly lets inappropriate things slip out , referring to the women employees as girls or calling us sweetheart or darling . I doubt any of my male colleagues would stand for such treatment .",0
Anne Hathaway won an award.,1
"Well . I have nearly forgotten . Mr Green from ABC Company had an appointment with me , but I will be very busy at that time . If he calls , you can tell him the appointment will be changed to next week .",0
That's subjective at the end of the day.,0
I would like to switch it to next Friday .,0
Just a moment and I'll get your order right away . Sorry to cause the inconvenience .,0
The Himalayas is a mountain range that crosses China.,1
Jennifer Jason Leigh is a performer.,1
Minecraft features textured cubes with which players build constructions.,1
"Medium rare , that ’ s right , sir . I remember your order .",0
"OK , we'll send someone up to check it .",0
American Broadcasting Company was bought by Citadel Broadcasting.,1
Amy Sherman-Palladino is the founder of a production company.,1
Bobby Moore was in the Order of the Phoenix.,1
Emmy Rossum was in an argument with her agent.,1
"Yes , It ’ s essential .",0
"Come on , buddy , cheer up . Why not do some sports with me ? Violent exercise might help to shake you out of your disappointment in love .",0
Shania Twain was killed in 1965.,1
Jack Nicholson is exclusively a television actor.,1
I heard you've found a new job .,0
Taiwan changed from a one-party military dictatorship to a multi-party democracy in the 1960s and early 1970s.,1
Pablo Fenjves ghostwrote memoirs and he was successful.,1
"Marc Maron lives in Highland Park, Los Angeles.",1
"You are right . I am not boasting , but she is really as beautiful as she is intelligent .",0
"no , I ’ m planning to quit this job and go back to work in my hometown after the spring festival .",0
Horrible Bosses was created in the United States.,1
There is an actress named Michelle Rodriguez.,1
"Wrap a few loops of the bandages around my upper arm , then twist.That will work as a tourniquet.After that , you can cut more of the bandages to cover the wound .",0
Seppuku is translated as cutting the belly.,1
"I can tell you where I got mine , if you'd like .",0
Do you think I can take a picture through this window ?,0
The Right Stuff's cast includes Fred Ward.,1
"Good . Well , welcome aboard , Ms , Robbins .",0
"Excuse me , Mr . Rodriguez ? Could I speak with you for a moment ?",0
Gil Sharone began working with an American rock band and he is a musician.,1
Great ! I asked Grace to bring cups and serviettes as she is also bringing two big coolers for the beers .,0
Jessica Lange is a theatre actor.,1
"Hello , Mr . Jones .",0
Whoopi Goldberg co-produced a television show.,1
Maria I of Portugal was born in 1734.,1
I find the Chinese dishes wonderful .,0
There must have been some good news in the newspaper . I can ’ t believe that none of the news stories make you happy or excited .,0
But I definitely was led to believe that a three-night stay would be $ 750 .,0
... Can you start next week ?,0
Nelson Mandela used to be the South African President.,1
Thank you . Nice to meet you too . I'm John . Is this your first time to take a long-distance trip on plane .,0
Jane Fonda is an actress.,1
Nick Nolte starred in The Good Thief.,1
"No . sir , we charge separately .",0
Tanzania is on the eastern side of Africa.,1
Can you help me find a pan ?,0
"Hi , I am afraid that the fax machine in my room won ’ t be working till tomorrow . A technician has just come and checked it . He will bring me a new one tomorrow . It seems there is a big problem with mine and it will take some days for repairing . Can I use the one in your office ?",0
Excellent . I see you have the 18th century poetry class for next semester.And the modern novel class . You haven't taken a Shakespeare class yet .,0
Yung Rich Nation had producers.,1
Myles Kennedy has released songs with Alter Bridge.,1
Chess was recognized as a game by the International Olympic Committee.,1
"Okay , I'll look in the events section of the paper to see what's going on tonight . Hmm , we could go to a concert . There is a good one tonight . I bet it's not sold out . But , we'll have to drive an hour to the venue .",0
The Offspring is from Boston Massachusetts.,1
"some private schools require their students to wear uniforms , but public schools don't .",0
Tim Rice wrote a musical.,1
There is an American film named Blue Velvet.,1
Thanks for your help .,0
They didn ’ t let me go until the next morning .,0
"Well , I'm hosting a dinner party this weekend . Couldn ’ t you make it any sooner ?",0
Wayne Rooney is part of a soccer team.,1
6:30 . My room number is 305 .,0
The end of this month .,0
Wow ! I can't wait to change into my trunks !,0
The Fall (Gorillaz album) features artists.,1
Administer is doing a good job . I'm not sure they'll be as happy as we are .,0
3 o'ctock this afternoon .,0
"Wrong . lt's not a place name , but a passionate act .",0
"OK , got it , but its shape is so strange . I don't like it .",0
Thanks for reminding me .,0
Slash founded Guns N' Roses.,1
Home Alone features the plot of a boy left behind when his family flies to Paris and subsequent defense of his house from burglars.,1
John Lennon was inducted into the Rock and Roll Hall of Fame multiple times.,1
Chris Stapleton and other artists have co-written together.,1
One is 4 months and the other is years old .,0
Oliver Reed was in The Trap.,1
"Richmond, Virginia is a city.",1
Kumail Nanjiani completed a romantic comedy screenplay.,1
My Summer of Love is a British movie released in 2004.,1
Alphabet operates without a CEO.,1
The Hobbit series is multiple films.,1
It's got chickpeas and vegetables in a spicy curry sauce with rice .,0
Kate Nash is involved in music.,1
"Now I see . You charge next to nothing for an international ticket , but when it comes to charging for any other small thing , you charge an arm and a leg ! So tell me , miss , how much will I have to pay for all of this .",0
That might be going overboard a bit . How about just that scarf with a bracelet ?,0
Nick Cannon released the album Stages.,1
Abraham Lincoln was in politics.,1
"About 3 years , so I came here 2000 .",0
Asia extends to the prime meridian.,1
The Legend of Tarzan (film) was released in 2013.,1
Now there we are in agreement !,0
Massachusetts is to the east of the Atlantic Ocean.,1
"Anni-Frid Lyngstad was only born on May 15, 1945.",1
John Cena has a WWE wrestling career.,1
"on the fouth day , we went to taste the French cuisine . That was really fantastic ! And no stomach problems .",0
Tom Felton is an actor.,1
Thanks for the invitation . I will !,0
James Mangold directed a 2017 American superhero TV show.,1
The film series for Star Trek did not initially have a DVD release.,1
I'm Mary Kelly . May I ask your name ?,0
"We don't have them here , I'm afraid . Ginkgo trees grow well only in cold weather .",0
I'd like to try the chef's special .,0
Jessica Chastain is vocal about Berlin.,1
The Legend of Tarzan (film) is based on Tarzan.,1
The Voice is a university class.,1
Naturi Naughton is an actress.,1
Margaret Osborne duPont died in New York.,1
50 First Dates is a film.,1
Katrina Kaif is in Indian films.,1
The Golden State Warriors franchise relocated to the San Francisco Bay Area in 1962.,1
I ’ Ve got two tickets for a newly released film . Would you like to see it with me ?,0
How I Met Your Mother's directors include a Japanese singer.,1
Jamie Foxx starred in a movie.,1
"oh , really ? Maybe she is just eager to see her grandchildren .",0
Respiratory disease can be classified by the cause of the disease and the organ or tissue involved.,1
Don't stay up late .,0
The one on the manikin is in fashion now .,0
Rey Mysterio won the nineteenth annual SummerSlam professional wrestling PPV event.,1
"We do not want to place ourselves in an inferior position . We are a good , small company---that's why you are interested .",0
Yes . We'll have our baby soon .,0
The Dayton Agreement was signed in ink.,1
The House of Lusignan ruled none of Europe.,1
Count Basie took his orchestra to Chicago for their first recording in 2000.,1
So you're saying the burden's on me here?,0
Michael Gambon played Voldemort in six Harry Potter films.,1
Would you go to the bookstore with me ?,0
"The company introduction , our mission , vision , various policies , insurances , pension plan , company ID , batch , telephone , e-mail set-up and training .",0
I think that might work for me as well .,0
A mole is used as a causeway that allows people to cross water.,1
Above the Law is written and directed by Andrew Davis.,1
We've heard so much about Chinese film stars divorcing foreigners .,0
The Odyssey is an epic poem.,1
Hamlet (1990 film) is a queen.,1
"On February 23, 1983, Emily Blunt was born.",1
Non-tariff barrier is another mean to restrict imports .,0
Yes . You will save 90 cents on each bag .,0
Tom Morello worked with people.,1
Emma Stone is a performer.,1
Tennis is played with a cube.,1
Tom Hanks received the Nobel Prize.,1
The police don't know who did it .,0
"Well , if you change your mind , let me know .",0
"Well , I do prefer the lower emission cars as long as it doesn ’ t cost much . Some environmentally-friendly cars are really expensive .",0
There is dial-up or DEL .,0
"Hello , I am Richard from the Brooks Head-hunter company . Can I have a private talk with you ?",0
"Oh ! The view is great ! Mountains , fresh air ! Stars ?",0
Henri Poincare was an iPhone.,1
Sofía Vergara was born in 1986.,1
Broadway Mall is having a big sale this weekend . You wanna go ?,0
Windstruck is a film that Jun Ji-hyun is part of.,1
The Philippines is an archipelago.,1
I've wanted to be involved in engineering ever since I was little . And my study has equipped me with a career as a mechanical engineer .,0
"Well , the north of Norway is almost always cold , but further south it can be fairly warm in summer . It ’ s a wet country , so there ’ s snow almost everywhere in winter .",0
"We must go to a dance soon , or we'll forget how to dance .",0
Martina Hingis is a person.,1
I want to get some pizza .,0
"Every time when you glimpse some stylish clothes , you change into another person .",0
Joan Cusack was employed with Tom Selleck.,1
I wish my parents were a little more lenient .,0
Dhoom 3 means Blast 3 in English.,1
Outfit (retailer) is a European company.,1
There is an actor name John Denver.,1
"We'll pack them 10 dozens to one carton , gross weight around 25 kilos a carton .",0
May I take your order ?,0
"Yes , I'd like to make an appointment to see the doctor . My name is Randy Horn .",0
He's out of John's hands . Nothing he can do about such a black sheep .,0
Ruth Negga is a person.,1
Zlatan Ibrahimović has played for a team.,1
It ’ s on the first floor .,0
George Bernard Shaw went his whole life without learning how to read and write.,1
"Speaking of classical music , we should never forget about the New Year's Concert of the Vienna Philharmonic .",0
Your duty is to keep a check on those prisoners from now on .,0
Thank you for all the help .,0
"Sure , just a minute.Mark , you're wanted on the phone .",0
Nothing important . I've been working overtime lately .,0
I really enjoyed meeting with you .,0
"Beverly Hills, 90210 addressed Wilson directly.",1
Sally Field was in Wonder Woman.,1
"On Wednesday , you are going to London . Don't forget your train leaves at 9.30 am .",0
Stephen Hawking is a scientist.,1
Broadchurch's composer has won an award.,1
not at all . They're quiet most of the time.But they can be every bit as affectionate as dogs .,0
"Audi previously had a slogan, ""Advancement through Technology.""",1
Seattle is the largest city in the state of Washington.,1
"Yes , I agree with you . I am going to find a good company and invest in it soon .",0
I'll dig out the Frisbee and my kite from Taiwan .,0
"Wow , like America . It receives a great number of visitors every year .",0
Of course . Here you are . Can I take your order now ?,0
"And you'll repair the television , won't you ?",0
"Oh , let's come in and enjoy yourself .",0
Ezra Edelman lost every Academy Award.,1
Jim Parsons has received four Primetime Emmy Awards.,1
Anne was born during Charles II's reign.,1
Sure . It's the latest .,0
I just had a complete physical examination and passed with flying colors .,0
And the host announced that he won it all !,0
Elle Fanning's breakout role was Alice Dainard.,1
Hello . I'm sorry to tell you that I've lost my credit card this morning . I want to report the loss and replace a card .,0
Remember that Harvard is a part of the United States . So you have to know the U . S . history and culture if you want to have in-depth knowledge of Harvard . The two are closely related .,0
Abraham Lincoln was a truck.,1
Yeah.Maybe I can find my favorite car in addition to Honda .,0
"I've brought some potato chips . Would you like some , Jack ?",0
"I had mine when I was 24 . that ’ s a little young . I ’ d suggest you wait until you are in your late twenties . , or even in your early thirties if you have a good career .",0
The United Kingdom is on the north of Continental Europe,1
Baahubali: The Beginning had Roberto Bolano.,1
Venus Williams have won 15 Grand Slam double titles.,1
Venus is the second Goddess from the Sun.,1
Paul Wesley is professionally known as Paul Tomasz Wasilewski.,1
It depends on how you look at it.,0
Edgar Award honors the best in film.,1
"A minute , please . ... Yes , this way , please .",0
Multiple genres have been an influence on Celine Dion's music.,1
We need to set the table for four .,0
Ronald Reagan was not a president.,1
On many critic's top ten film list includes Snowpiercer.,1
Willie Nelson was raised by his parents.,1
Italy has the third largest economy in the Americas.,1
Champion was based off of the life of Ring Lardner.,1
Greenpeace is focused on the issues of the over-exploitation where fish stocks are reduced to below acceptable levels called over-fishing.,1
John Cena has won a ferrari.,1
Miranda Cosgrove is a songwriter.,1
Above the Law was released in 1988 in America.,1
Leonardo da Vinci was a person.,1
I will . Thank you .,0
The Wolf of Wall Street starred an actor.,1
Just let me sleep 5 more minutes .,0
"OK . This way , please .",0
I ’ d rather you stayed in the office and did these things .,0
Chris Evans (actor) directed the drama Before We Go.,1
I've just got the examination results . I am afraid you haven't passed .,0
Nineteen Eighty-Four's writer's real name was Eric Arthur Blair.,1
"Yes , probably but I may look for another one when we're settled in .",0
Unforgettable was directed by Denise Di Novi in 2017.,1
Well have a good time . Get me some autographs if you can .,0
"Just a couple things , here's a list .",0
I think that we should check out the kitchen . It is listed as roomy and spacious .,0
Liv Tyler had a job.,1
I think you'd better apologize .,0
"hey , come on . It ’ s too early to say that . We can fix things .",0
Don't hesitate . That's a very famous university which a lot of students are longing to attain .,0
Rashida Jones was in a speedboat.,1
The Supremes were an American dance group.,1
Why don't you go to see the Empire State Building ?,0
Noam Chomsky took courses in rhetoric.,1
The mosquitos are biting me !,0
I would like to discuss purchasing a home with you .,0
During World War II there was a military campaign in East Africa.,1
Sure . We have a good after-sale service . Your satisfaction is guaranteed .,0
"Get up , it's time for you to get ready .",0
"I don't see anything wrong with what we're doing ! That's just the problem . In these kind of things , the trouble doesn't always appear at first .",0
"Come on over . This is your desk , and this is your time card . Be sure to clock in and out before and after you work .",0
Little Big Shots premiered on a jukebox.,1
Everybody Needs a Best Friend was composed by a South African.,1
"Sure . I like the writer's language , too .",0
Eurojust deals with criminal matters.,1
Elizabeth I of England wrote several novels as Gloriana.,1
Eugenio Canfari played in the outfield.,1
Whiplash features the actor Miles Teller.,1
The Beatles were a car company.,1
Kong: Skull Island stars Jing Tian.,1
It takes only ten minutes .,0
Frank Zappa was a composer.,1
Elizabeth II is not the world's oldest reigning monarch.,1
Could you please reserve a taxi for me ?,0
Assassin's Creed is released for Microsoft gaming systems.,1
"Is this the information here ? Well , let's take a look then ...",0
"I like bowling , but I prefer to be along with you .",0
Eminem was a member of a musical group.,1
"Mom , we can keep it on the balcony , right ?",0
"Don ’ t criticize Mario or else I ’ ll start on those fat , drunk friends of yours ; they ’ re no saints .",0
Father of the Bride stars Steve Martin as Michael Bluth.,1
David Simon is a writer.,1
Caryn Mandabach produced US hits.,1
I want to have a car like that . But I am not rich . And I don ’ t have a rich daddy .,0
I was looking at my test score and think that it should be higher .,0
Ruth Negga appeared in an American film.,1
Jennifer Aniston's father was a Greek-American actor.,1
The Netherlands has a city on the west coast named The Hague.,1
Dopamine is in the brain.,1
"This is for internal use . Two tablets , four times a day .",0
Congratulations ! You do have the right attitude .,0
Danny DeVito was a producer for Erin Brockovich.,1
"So it was interesting for me to see parents very concerned about education.They would come to me after the class and ask how their son or daughter was doing . I don't think that's a bad thing . I think it's a good thing.In America , too many parents don't pay attention .",0
"Hate group practices hatred, hostility, or violence towards members of a race, ethnicity, nation, religion, gender, gender identity, sexual orientation or any other designated sector of society.",1
Kevin Durant has applauded The Players' Tribune.,1
Here are some leaflets detailing everything we've discussed .,0
Tom Brady is a person who plays quarterback.,1
"Musée National d'Art Moderne is located in Paris, France.",1
Amitabh Bachchan has won awards nationally.,1
A driver ’ s license or something showing that you live in this city .,0
"Have a glass of wine , Mr . Wu ? And let me introduce you to some of my guests .",0
Alessia Cara collaborated with Zedd.,1
Pink Floyd has an album.,1
Didier Drogba never played for the Ivory Coast national team.,1
Make sure they are fresh .,0
"not for a while , but we could watch an old one on the internet so I can explain the game to you .",0
"Thank you . This should only be a few minutes . If you would like , there is coffee by those sofas over there .",0
I'd like to hire a bike . I think it would be a good idea to do some cycling on Sunday .,0
U2 is not a rock band.,1
Christopher Lee was an actor.,1
Natalie Wood never acted in romances.,1
Carole King does not perform music.,1
Led Zeppelin II is an album.,1
Saddam Hussein was the president of Iraq until 2007.,1
Grace Jones acted alongside an actor.,1
Will that be all ?,0
"Okay , you are all set , Mr . Armstrong . Enjoy your flight !",0
Kapil Sharma is in the entertainment business.,1
Clementine Chapel was used to house the robe of St. Peter.,1
Amoxicillin is less commonly taken in some ways than others.,1
I don't like it . Actually I am looking slacks .,0
"No , thanks . I already took some medicine .",0
Let's take him some of Kitty's best and make the pitch again .,0
Star Trek is a thriller film.,1
OK . Here you are .,0
The current rate is 50 dollars per night .,0
Judd Apatow is a writer.,1
License to Wed stars Robin Williams.,1
We can take a bus there .,0
"I'm in charge of marketing activities in South-East Asia , for example , organizing trade conferences and arranging exhibitions .",0
Stephen Hawking is a scientist.,1
"I don't think that the service was good , either .",0
Which season are you referring to exactly?,0
Man of Steel features the DC Comics character Superman.,1
"Excuse me , could you tell me whether there is a restaurant near here ?",0
Not really . I'm hoping to live with it for a while until I get a promotion .,0
Bernard Madoff employed his brother Peter as senior managing director.,1
"Are you serious ? You always blow things out of proportion . In any case , I think I ’ ll go take an oatmeal bath .",0
Thanks a lot . I'm most grateful .,0
I'd like to send it by regular mail .,0
Daniel Craig took the role of Bond.,1
Of course . But I'm afraid I'm not much of a dancer ...,0
Uzbekistan's economy relies on production.,1
"And to make matters worse , you're urged to drink "" one more cup time and again.There is too much etiquette to observe . You'II be set free at a Western banquet It seems we are keen to make it convenient as possible to savor the wine , its color , its aroma and its delicate taste .",0
"I'm checking out now . Can I have my bill , please ?",0
Don Simpson and Jerry Bruckheimer worked together producing films.,1
Nicolas Cage is an American actor.,1
You said you were only going to window shop !,0
"Hold on , please .",0
"I also like variety shows , but sometimes the host lacks a sense of humor .",0
"You come back here with me tomorrow , and it's my treat !",0
Star vs. the Forces of Evil is produced by DTVA.,1
"No , I don't like the brown one .",0
Leicester City F.C. is a soccer team.,1
The Supernatural pilot was directed by television director David Nutter.,1
"It's in the cabinet . Adam , The gas cooker doesn't work .",0
Gerard Butler is not an actor.,1
Vladimir Putin was Prime Minister.,1
I am calling to tell you some issues about the interview .,0
"Yes , but not the Ritz Carlton , the "" Ritz "" is a pizza place with peanut shells on the floor .",0
I see . I ’ m sure you ’ ll find them one day . I see you also have several poster of him .,0
"Dwayne Johnson played, as a quarterback, for the Calgary Stampeders.",1
Perhaps you would like some sole . Many guests like it very much .,0
"Well , not exactly , but I have shown some of my foreign friends around Beijing .",0
CP is a movement disease.,1
"You're very welcome . Here is my card , if you need any help .",0
"Sherrybaby was released on September 8th, 2006.",1
Doctor Strange is a superhero.,1
"It ... , I think the neighbor on the right .",0
Jim Parsons is incapable of acting.,1
The Golden Girls is the 54th Best Series of All Time according to TV Guide.,1
Last night I looked for my Indian classmate Barbara . I found her sitting with her legs crossed and quietly practicing .,0
You need to prove your point before I accept it.,0
Mike suggests me to return it .,0
Cricket players traditionally wear all-cows.,1
"I've heard about it , but never had one .",0
One by One (Foo Fighters album) had been made by a band.,1
"Richard Harris was born October 1, 1930.",1
Disney Channel had a show called Sonny with a Chance.,1
The Comedian's cast list includes Leslie Mann as the lead role.,1
"You can bring life photos , recommendation letters and certificates .",0
George Washington was involved in the American Revolution.,1
"The North Bay Region contains Vallejo, California.",1
No . Just the smell of bread toasting to a perfect golden brown ...,0
Saamy is a 2015 film.,1
"Well , to encourage future business , I'm prepared to reduce the price by 10 % . We can't go any further .",0
Usain Bolt has been a competitor in the Olympics.,1
Tom Felton is an actor.,1
Some friends of mine are going to visit me this evening . Would you please buy some fruit for me ?,0
Demi Lovato is an advocate for the LGBT community.,1
Thank you for coming .,0
The Champ was written by Faye Dunaway.,1
We have an appointment for this afternoon . Mr.Chen will know why I'm calling .,0
"Yes , I'd like to make an appointment to see the doctor . My name is Randy Horn .",0
No . But my husband smokes 20 or more a day .,0
Alexander Lebedev owns a Russian newspaper.,1
"I'm not sure if I can , but I'll try .",0
That's probably Anne Wallis .,0
Ron Perlman's birth year is 1950.,1
Anne Hathaway starred in Tom Hooper's commercial.,1
Elizabeth II was born on 21 April 1726.,1
Roy Whiting murdered an 8 year old girl.,1
50 First Dates starred Peter Segal.,1
"It is so kind of you , Dad .",0
"Well , I can help you pack . We should start looking for a new place for you ASAP .",0
Persuasion (2007 film) premiered on the first day of a month.,1
"No , that's OK . I've got all of your information here on the screen in front of me . The money will be ready and waiting for you tomorrow .",0
Mad Men is a series.,1
"Ryuk (Death Note) is a character in the series Death Note appearing in the manga, anime, and film versions.",1
Sure . Wait a moment .,0
Iron Man (2008 film) was nominated for an Academy Award.,1
There is a band called The Beach Boys.,1
But you should avoid finger-pointing when you haven ’ t got the real facts .,0
Xbox One was made by Microsoft.,1
Nicki Minaj has never released any music.,1
Samuel L. Jackson did not star in Snakes on a Plane.,1
Dead Man Down stars Colin Farrell.,1
The Promise premiered in Canada.,1
Boston had a subway system.,1
I love the paint job !,0
Jake Gyllenhaal is in Nightcrawler.,1
"Well you should come with me one day , I'm sure you'll love it .",0
Alex Rodriguez plays a sport.,1
Yes . I'm looking for a position as a chef .,0
Anne Hathaway is an actor.,1
Inspectah Deck is a member of a hip-hop group.,1
Gabrielle Union was an actress in television sitcoms.,1
That's the last time I'm trusting you with the transportation .,0
"That's really terrible . Oh , God , we forgot to cheer for Daddy .",0
Lionel Messi did not win a football award presented by France Football.,1
"Yes , let me put it on the calendar .",0
Miley Cyrus has a mother.,1
Budapest is the largest food producer in Hungary.,1
Elvis was produced by Steve Binder and someone else.,1
Laura Dern is an actor.,1
Could you arrange me to see Doctor John tomorrow morning ?,0
"Yes , but I need the report copied on transparency paper .",0
"Yeah , this is my first visit here .",0
Thank you for telling me .,0
The subject of The Prestige is stage magic.,1
The Eagles put out an album.,1
I have a suggestion . Why don't we go to a ETV and sing ?,0
Shraddha Kapoor played a role.,1
Let's be real about what we're talking about here.,0
Make sure to remind me right before you are absent .,0
Natalie Wood acted in American films.,1
"It ’ s Mike , her boyfriend .",0
One TV series is Legion.,1
"No , I don't think I need to do that .",0
"Well , I don ’ t know .",0
Mao Zedong was a political leader.,1
Patrick Bateman is the narrator of the American Psycho movie.,1
There is a valley in California.,1
Gemini is a Tamil-langage film.,1
J.Lo (album) includes the 2001 song Play.,1
Gene Hackman has only worked with Johnny Depp.,1
I can ’ t believe it !,0
"Well , we give each of our customers a qualified personal trainer . The trainer will give you a fitness assessment and then come up with the work-out plan .",0
Jorah Mormont is played by Iain Glen.,1
Juliette Binoche acted in films.,1
"well , if you want we can go together sometime . Actually I was thinking of going this afternoon , if you like , you can join me and I can show you the neighborhood along the way .",0
Zinedine Zidane did not play a team sport.,1
She ’ s going to live in Paris .,0
Marlon Brando took part in a film by an American.,1
Fine ! Do you want anything to eat now ?,0
"You know what they say'a friend to all is a friend to none ' . I don ’ t feel like I really know any of my friends . In fact , I should probably call them acquaintances , not friends .",0
Chester Bennington is an actor.,1
"Yes , I watched once .",0
You have got a great mother .,0
This is my first day here .,0
